2,entdistill_ep4,4,0.3593,0.1315,0.2469,0.1496,0.5591,0.2485,0.6548,5.43
2,entdistill_ep4,8,0.3537,0.1489,0.2503,0.1602,0.5415,0.2934,0.7507,5.43
3,entropy,0,0.3037,0.0791,0.2389,0.1211,0.5067,0.1810,0.0000,5.14
3,entropy,2,0.3406,0.1170,0.2418,0.1451,0.5608,0.2343,0.3574,5.14
3,entropy,4,0.3567,0.1394,0.2514,0.1536,0.5901,0.2741,0.5364,5.14
3,entropy,8,0.3618,0.1419,0.2493,0.1493,0.5803,0.2762,0.6286,5.14
3,conc_pop,0,0.3037,0.0791,0.2389,0.1211,0.5067,0.1810,0.0000,7.98
3,conc_pop,2,0.3290,0.1281,0.2475,0.1468,0.5250,0.2745,0.7420,7.98
3,conc_pop,4,0.3402,0.1329,0.2508,0.1517,0.5498,0.2724,0.7822,7.98
3,conc_pop,8,0.3468,0.1310,0.2546,0.1563,0.5483,0.2701,0.8039,7.98
3,contactor,0,0.3037,0.0791,0.2389,0.1211,0.5067,0.1810,0.0000,8.00
3,contactor,2,0.3241,0.1233,0.2575,0.1667,0.5173,0.2538,0.8016,8.00
3,contactor,4,0.3598,0.1569,0.2649,0.1794,0.5900,0.3008,0.8641,8.00
3,contactor,8,0.3618,0.1564,0.2653,0.1884,0.5832,0.3085,0.9178,8.00
3,entdistill_ep4,0,0.3037,0.0791,0.2389,0.1211,0.5067,0.1810,0.0000,5.38
3,entdistill_ep4,2,0.3544,0.1317,0.2409,0.1418,0.5827,0.2539,0.5792,5.38
3,entdistill_ep4,4,0.3584,0.1409,0.2512,0.1511,0.5756,0.2705,0.6386,5.38
3,entdistill_ep4,8,0.3626,0.1533,0.2578,0.1643,0.5662,0.2870,0.7373,5.38
7,entropy,0,0.3036,0.0738,0.2381,0.1152,0.5033,0.1806,0.0000,5.19
7,entropy,2,0.3456,0.1138,0.2442,0.1324,0.5683,0.2276,0.3590,5.19
7,entropy,4,0.3553,0.1305,0.2545,0.1507,0.5745,0.2563,0.5389,5.19
7,entropy,8,0.3585,0.1380,0.2475,0.1452,0.5740,0.2799,0.6372,5.19
