7,entdistill_ep9,2,0.3511,0.1273
7,entdistill_ep9,4,0.3584,0.1373
7,entdistill_ep9,8,0.3582,0.1430
7,entdistill_ep10,0,0.3036,0.0738
7,entdistill_ep10,2,0.3511,0.1273
7,entdistill_ep10,4,0.3609,0.1380
7,entdistill_ep10,8,0.3605,0.1509
11,entropy,0,0.3200,0.0822
11,entropy,2,0.3612,0.1208
11,entropy,4,0.3658,0.1385
11,entropy,8,0.3624,0.1459
11,conc_pop,0,0.3200,0.0822
11,conc_pop,2,0.3318,0.1220
11,conc_pop,4,0.3408,0.1325
11,conc_pop,8,0.3469,0.1287
11,entdistill_ep1,0,0.3200,0.0822
11,entdistill_ep1,2,0.3610,0.1284
11,entdistill_ep1,4,0.3619,0.1442
11,entdistill_ep1,8,0.3632,0.1553
11,entdistill_ep2,0,0.3200,0.0822
11,entdistill_ep2,2,0.3592,0.1264
11,entdistill_ep2,4,0.3611,0.1401
11,entdistill_ep2,8,0.3616,0.1544
11,entdistill_ep3,0,0.3200,0.0822
11,entdistill_ep3,2,0.3592,0.1264
11,entdistill_ep3,4,0.3624,0.1394
11,entdistill_ep3,8,0.3627,0.1557
11,entdistill_ep4,0,0.3200,0.0822
11,entdistill_ep4,2,0.3592,0.1264
11,entdistill_ep4,4,0.3624,0.1394
11,entdistill_ep4,8,0.3634,0.1562
11,entdistill_ep5,0,0.3200,0.0822
11,entdistill_ep5,2,0.3487,0.1302
11,entdistill_ep5,4,0.3624,0.1394
11,entdistill_ep5,8,0.3636,0.1557
11,entdistill_ep6,0,0.3200,0.0822
11,entdistill_ep6,2,0.3487,0.1302
11,entdistill_ep6,4,0.3627,0.1394
11,entdistill_ep6,8,0.3651,0.1537
11,entdistill_ep7,0,0.3200,0.0822
11,entdistill_ep7,2,0.3487,0.1302
11,entdistill_ep7,4,0.3627,0.1394
11,entdistill_ep7,8,0.3659,0.1527
11,entdistill_ep8,0,0.3200,0.0822
11,entdistill_ep8,2,0.3487,0.1302
11,entdistill_ep8,4,0.3627,0.1394
11,entdistill_ep8,8,0.3644,0.1529
11,entdistill_ep9,0,0.3200,0.0822
11,entdistill_ep9,2,0.3518,0.1305
11,entdistill_ep9,4,0.3578,0.1391
11,entdistill_ep9,8,0.3576,0.1480
11,entdistill_ep10,0,0.3200,0.0822
11,entdistill_ep10,2,0.3518,0.1305
11,entdistill_ep10,4,0.3654,0.1400
11,entdistill_ep10,8,0.3687,0.1528
